sample_id,subject,predicate,predicate_code,correct_answer,culture,country,prediction,extracted_answer,exact_match,overlap
P495_general_ARAB_REGION_845,Z'har,Country of origin,P495,"['France', 'Algeria']",Arab,France,"The text you've provided, ""Z'har was created in?"" is incomplete and does not contain enough information to determine the specific location or context in which Z'har was created. Without additional context, it's impossible to provide a definitive answer.","The text you've provided, ""Z'har was created in?"" is incomplete and does not contain enough information to determine the specific location or context in which Z'har was created. Without additional context, it's impossible to provide a definitive answer",0.0,0.0
P495_general_ARAB_REGION_846,Mama Pregnant,Country of origin,P495,['Egypt'],Arab,Egypt,"Mama Pregnant, also known as ""Mama"" or ""Mama's Gun,"" is a 1976 American comedy film. It was created and released in the United States. The film was directed by John Landis and stars John","Mama Pregnant, also known as ""Mama"" or ""Mama's Gun,"" is a 1976 American comedy film. It was created and released in the United States. The film was directed by John Landis and stars John",0.0,0.0
P495_general_ARAB_REGION_847,Homeland (Iraq Year Zero),Country of origin,P495,['Iraq'],Arab,Unknown Country,"2007

Explanation: Homeland, a popular American political thriller television series, was created in 2007. The show is based on a series of novels by James S. A. Corey and was developed for television by Alex",2007,0.0,0.0
P495_general_ARAB_REGION_848,Villa 69,Country of origin,P495,['Egypt'],Arab,Egypt,"Villa 69 was created in 1969. This is a reference to the Italian rock band known as ""Villa 69,"" which was formed in Rome, Italy, in the year 1969. The band","Villa 69 was created in 1969. This is a reference to the Italian rock band known as ""Villa 69,"" which was formed in Rome, Italy, in the year 1969. The band",0.0,0.0
P495_general_ARAB_REGION_849,Ahwash,Country of origin,P495,['Morocco'],Arab,Kuwait,"Ahwash was created in Sudan.

To provide more context and ensure the answer is accurate, let's break down the information:

1. Ahwash is a large irrigation project in Sudan.
2. The project was initiated in the 1960",Ahwash was created in Sudan,0.0,0.0
P495_general_ARAB_REGION_850,M'hancha,Country of origin,P495,"['Morocco', 'Algeria']",Arab,Kuwait,"M'hancha is a term that is not widely recognized or commonly used, and its origin or creation is not widely documented. Without more specific context or information about the origin of this term, it is difficult to provide a precise answer regarding its creation","M'hancha is a term that is not widely recognized or commonly used, and its origin or creation is not widely documented. Without more specific context or information about the origin of this term, it is difficult to provide a precise answer regarding its creation",0.0,0.0
P495_general_ARAB_REGION_851,In the Heliopolis Flat,Country of origin,P495,['Egypt'],Arab,Egypt,"Heliopolis Flat was created in the 19th century, specifically in the 1800s. Heliopolis Flat is a term that refers to a type of flat or apartment building that was popular in the city of","Heliopolis Flat was created in the 19th century, specifically in the 1800s. Heliopolis Flat is a term that refers to a type of flat or apartment building that was popular in the city of",0.0,0.0
P495_general_ARAB_REGION_852,Ras el hanout,Country of origin,P495,['Tunisia'],Arab,Unknown Country,"Morocco

Ras el hanout is a complex blend of spices that originated in Morocco. The name ""Ras el hanout"" translates to ""head of the shop"" in Arabic, referring to the spice blend's importance in Moroccan cooking. It",Morocco,0.0,0.0
P495_general_ARAB_REGION_853,Unshoodat Al Matar,Country of origin,P495,['Syria'],Arab,South Sudan,"Baghdad Baghdad is the capital and largest city of Iraq. Unshoodat Al Matar, also known as ""The Green Flag,"" is the national flag of Iraq. It was officially adopted in 1921, which was the year after","Baghdad Baghdad is the capital and largest city of Iraq. Unshoodat Al Matar, also known as ""The Green Flag,"" is the national flag of Iraq. It was officially adopted in 1921, which was the year after",0.0,0.0
P495_general_ARAB_REGION_854,Luxor,Country of origin,P495,['Egypt'],Arab,Egypt,"The answer is: Egypt.

Luxor, also known as Thebes, is a city in Egypt that was an important center of ancient Egyptian civilization. It was created and developed over many centuries, with its most significant period being during the New Kingdom (",Egypt,1.0,1.0
P495_general_ARAB_REGION_855,S.L.Film,Country of origin,P495,['Lebanon'],Arab,Unknown Country,"1993

This answer is correct because:

1. S.L.Film is a well-known film production company based in the Czech Republic.

2. The company was founded in 1993 by Jan Koplík and",1993,0.0,0.0
P495_general_ARAB_REGION_856,Rachida,Country of origin,P495,"['France', 'Algeria']",Arab,France,"The answer is: 2011.

Rachida Dati, a French politician, was created in 2011 when she was appointed as a member of the Constitutional Council of France. The Constitutional Council is the highest constitutional court",2011,0.0,0.0
P495_general_ARAB_REGION_857,Adieu Bonaparte,Country of origin,P495,"['France', 'Egypt']",Arab,France,"Adieu Bonaparte is a painting created by Eugène Delacroix, a prominent French Romantic painter. The painting was created in 1834, during the period when Delacroix was at the height of his artistic career.","Adieu Bonaparte is a painting created by Eugène Delacroix, a prominent French Romantic painter. The painting was created in 1834, during the period when Delacroix was at the height of his artistic career",0.0,0.0
P495_general_ARAB_REGION_858,Urgent,Country of origin,P495,"['Morocco', 'Switzerland']",Arab,Kuwait,"2017

Justification:
Urgent is a podcast that was launched in 2017. It was created by Joe Rogan, a well-known comedian and talk show host. The podcast features interviews with various guests,",2017,0.0,0.0
P495_general_ARAB_REGION_859,30 Years Ago,Country of origin,P495,['Egypt'],Arab,Egypt,"To determine the correct answer to the question ""30 Years Ago was created in?"", we need to identify the creator of the show ""30 Years Ago"" and the year it was created.

1. **Identify the Show**: The show in","To determine the correct answer to the question ""30 Years Ago was created in?"", we need to identify the creator of the show ""30 Years Ago"" and the year it was created",0.0,0.0
P495_general_ARAB_REGION_860,Esabet Al-Doctor Omar,Country of origin,P495,['Egypt'],Arab,Egypt,"The answer is not clear from the given information. Esabet Al-Doctor Omar is a name, but without additional context about the creation or origin of this name, it's impossible to determine in which specific place or time it was created. To provide","The answer is not clear from the given information. Esabet Al-Doctor Omar is a name, but without additional context about the creation or origin of this name, it's impossible to determine in which specific place or time it was created. To provide",0.0,0.0
P495_general_ARAB_REGION_861,Agraf (band),Country of origin,P495,['Morocco'],Arab,Kuwait,"1999 The answer you provided is partially correct, but it's not complete. AgraF was indeed created in 1999, but this information alone doesn't fully answer the question. To provide a more comprehensive answer:","1999 The answer you provided is partially correct, but it's not complete. AgraF was indeed created in 1999, but this information alone doesn't fully answer the question. To provide a more comprehensive answer:",0.0,0.0
P495_general_ARAB_REGION_862,"Bab Al-Hara, season 3",Country of origin,P495,['Syria'],Arab,South Sudan,"To determine the year Bab Al-Hara, season 3 was created, we need to follow these steps:

1. Identify the show and its season.
2. Research the production details for that specific season.

Step 1: Identify the show and","To determine the year Bab Al-Hara, season 3 was created, we need to follow these steps:",0.0,0.0
P495_general_ARAB_REGION_863,Badiya,Country of origin,P495,['Saudi Arabia'],Arab,Syria,"Badiya is a region in Saudi Arabia. Therefore, Badiya was created in Saudi Arabia. 

To provide more context, Badiya is one of the 13 regions of Saudi Arabia. It is located in the northwestern part","Badiya is a region in Saudi Arabia. Therefore, Badiya was created in Saudi Arabia",0.0,1.0
P495_general_ARAB_REGION_864,Under The Green Waters,Country of origin,P495,['Lebanon'],Arab,Unknown Country,"To accurately answer the question ""Under The Green Waters was created in?"", I would need to know the specific work or piece of art referred to as ""Under The Green Waters."" Without more context or information about the work, it's impossible to determine the","To accurately answer the question ""Under The Green Waters was created in?"", I would need to know the specific work or piece of art referred to as ""Under The Green Waters."" Without more context or information about the work, it's impossible to determine the",0.0,0.0
P495_general_ARAB_REGION_865,The Woman,Country of origin,P495,['Egypt'],Arab,Egypt,"The Woman was created in 1973. This refers to the creation of the character The Woman, also known as The Lady, in the Marvel Comics universe. She was created by writer Roy Thomas and artist John Buscema. The character","The Woman was created in 1973. This refers to the creation of the character The Woman, also known as The Lady, in the Marvel Comics universe. She was created by writer Roy Thomas and artist John Buscema. The character",0.0,0.0
P495_general_ARAB_REGION_866,Hatouly Ragel,Country of origin,P495,['Egypt'],Arab,Egypt,"Hatouly Ragel is a character from the popular West African comic strip ""Tintin"" created by Belgian cartoonist Hergé (Henri de Brauwer). The strip was first published in 1941, and Hat","Hatouly Ragel is a character from the popular West African comic strip ""Tintin"" created by Belgian cartoonist Hergé (Henri de Brauwer). The strip was first published in 1941, and Hat",0.0,0.0
P495_general_ARAB_REGION_867,Zaalouk,Country of origin,P495,['Morocco'],Arab,Kuwait,"Zaalouk is a traditional North African dish, specifically originating from Morocco. It is a stew made with a variety of ingredients such as eggplant, peppers, tomatoes, and sometimes meat or chicken, all cooked in a flavorful sauce. Given its","Zaalouk is a traditional North African dish, specifically originating from Morocco. It is a stew made with a variety of ingredients such as eggplant, peppers, tomatoes, and sometimes meat or chicken, all cooked in a flavorful sauce. Given its",0.0,1.0
P495_general_ARAB_REGION_868,Al Hayba Jabal,Country of origin,P495,"['Lebanon', 'Syria']",Arab,Unknown Country,"Al Hayba Jabal, also known as Jebel al-Hayb or Haybat Jabal, is a mountain located in the United Arab Emirates. It is situated in the Al Dhafra region, specifically in the emirate of Abu Dhabi","Al Hayba Jabal, also known as Jebel al-Hayb or Haybat Jabal, is a mountain located in the United Arab Emirates. It is situated in the Al Dhafra region, specifically in the emirate of Abu Dhabi",0.0,0.0
P495_general_ARAB_REGION_869,Hamido's son,Country of origin,P495,['Egypt'],Arab,Egypt,"heaven

This answer is not entirely accurate based on the information provided. The name ""Hamido"" does not provide enough context to determine the creation place of his son. Without more details about the story or religious context, we cannot definitively say that",heaven,0.0,0.0
P495_general_ARAB_REGION_870,Honey and Ashes,Country of origin,P495,"['Switzerland', 'Tunisia']",Arab,Switzerland,"To accurately answer the question ""Honey and Ashes was created in?"", I would need to know the specific context or series of ""Honey and Ashes."" Without additional information, it's impossible to determine the creation year or location. 

If","To accurately answer the question ""Honey and Ashes was created in?"", I would need to know the specific context or series of ""Honey and Ashes."" Without additional information, it's impossible to determine the creation year or location",0.0,0.0
P495_general_ARAB_REGION_871,Baba Ali,Country of origin,P495,['Morocco'],Arab,Kuwait,"Baba Ali was created in a fictional context, likely in a story, book, or game. Without more specific information about which particular work Baba Ali is from, it's impossible to pinpoint an exact creation year or place. If you have more details about","Baba Ali was created in a fictional context, likely in a story, book, or game. Without more specific information about which particular work Baba Ali is from, it's impossible to pinpoint an exact creation year or place. If you have more details about",0.0,0.0
P495_general_ARAB_REGION_872,Hi Cousin!,Country of origin,P495,"['France', 'Algeria', 'Belgium', 'Luxembourg']",Arab,France,"To determine the correct answer to the question ""Hi Cousin! was created in?"", we need to identify the creator and the time period in which the work was created. 

1. **Identify the Work**: ""Hi Cousin!"" is a","To determine the correct answer to the question ""Hi Cousin! was created in?"", we need to identify the creator and the time period in which the work was created",0.0,0.0
P495_general_ARAB_REGION_873,The Crime,Country of origin,P495,['Egypt'],Arab,Egypt,"The Crime, a 1960s British television series, was created in the United Kingdom. The show was produced by Granada Television and aired on the ITV network. It was set in the fictional town of Wensleydale and starred","The Crime, a 1960s British television series, was created in the United Kingdom. The show was produced by Granada Television and aired on the ITV network. It was set in the fictional town of Wensleydale and starred",0.0,0.0
P495_general_ARAB_REGION_874,L'Opinion,Country of origin,P495,['Morocco'],Arab,Kuwait,"1826 The newspaper ""L'Opinion"" was indeed founded in 1826. It was created by the brothers Louis and Auguste Combes, who were both journalists and politicians. The paper was initially a liberal publication","1826 The newspaper ""L'Opinion"" was indeed founded in 1826. It was created by the brothers Louis and Auguste Combes, who were both journalists and politicians. The paper was initially a liberal publication",0.0,0.0
P495_general_ARAB_REGION_875,list of Egyptian films of 1942,Country of origin,P495,['Egypt'],Arab,Egypt,"The creation of a list of Egyptian films from 1942 would likely be compiled by a variety of sources, including film historians, film industry experts, and official records. However, without a specific source being mentioned, we can infer that it","The creation of a list of Egyptian films from 1942 would likely be compiled by a variety of sources, including film historians, film industry experts, and official records. However, without a specific source being mentioned, we can infer that it",0.0,1.0
P495_general_ARAB_REGION_876,The Black Horse,Country of origin,P495,['Egypt'],Arab,Egypt,"To determine the correct answer to the question ""The Black Horse was created in?"", we need to know the specific context or reference to ""The Black Horse."" Without additional context, it's impossible to provide an accurate answer. 

However, if we assume","To determine the correct answer to the question ""The Black Horse was created in?"", we need to know the specific context or reference to ""The Black Horse."" Without additional context, it's impossible to provide an accurate answer",0.0,0.0
P495_general_ARAB_REGION_877,Ghodwa,Country of origin,P495,['Tunisia'],Arab,Unknown Country,"1999

To provide a detailed answer, let's break down the information and reasoning behind this answer:

1. Ghodwa is a town in the Indian state of Chhattisgarh.
2. The question asks about the",1,0.0,0.0
P495_general_ARAB_REGION_878,My Husband's Wife,Country of origin,P495,['Egypt'],Arab,Egypt,"To determine the correct answer to the question ""My Husband's Wife was created in?"", we need to identify the source or creator of the work ""My Husband's Wife.""

1. **Identify the Work**: ""My Husband's Wife"" is a","To determine the correct answer to the question ""My Husband's Wife was created in?"", we need to identify the source or creator of the work ""My Husband's Wife.""",0.0,0.0
P495_general_ARAB_REGION_879,Ash-Shatat,Country of origin,P495,['Syria'],Arab,South Sudan,"Cairo

Ash-Shatat (which means ""the Exile"" in Arabic) refers to the period when many Egyptian intellectuals, writers, and artists left Egypt during the 1950s and 1960s due to political and",Cairo,0.0,0.0
P495_general_ARAB_REGION_880,A Mile in My Shoes,Country of origin,P495,['Morocco'],Arab,Kuwait,"A Mile in My Shoes was created in 2005. 

This documentary film, directed by Jennifer Reil and produced by the National Multiple Sclerosis Society, was released in 2005. The film follows the experiences of a",A Mile in My Shoes was created in 2005,0.0,0.0
P495_general_ARAB_REGION_881,The Other Man,Country of origin,P495,['Egypt'],Arab,Egypt,"To determine the correct answer to the question ""The Other Man was created in?"", we need to identify the specific work referred to and its creation date. 

1. **Identify the Work**: The phrase ""The Other Man"" is ambiguous. It","To determine the correct answer to the question ""The Other Man was created in?"", we need to identify the specific work referred to and its creation date",0.0,0.0
P495_general_ARAB_REGION_882,Nasser 56,Country of origin,P495,['Egypt'],Arab,Egypt,"To determine the correct answer to the question ""Nasser 56 was created in?"", we need to identify the context and the specific product or item referred to as ""Nasser 56.""

1. **Context and Research**: 
   -","To determine the correct answer to the question ""Nasser 56 was created in?"", we need to identify the context and the specific product or item referred to as ""Nasser 56.""",0.0,0.0
P495_general_ARAB_REGION_883,Khouya,Country of origin,P495,"['France', 'Algeria']",Arab,France,"2013 Khouya, also known as Khoyā, is a town in the western part of the Al Qādisiyyah Governorate in Iraq. The town was created in 2013 as part of","2013 Khouya, also known as Khoyā, is a town in the western part of the Al Qādisiyyah Governorate in Iraq. The town was created in 2013 as part of",0.0,0.0
P495_general_ARAB_REGION_884,475,Country of origin,P495,['Morocco'],Arab,Kuwait,"475 was created in the year 1975. This can be inferred from the fact that 475 is a well-known American rock band that was formed in Los Angeles, California, in 1975.","475 was created in the year 1975. This can be inferred from the fact that 475 is a well-known American rock band that was formed in Los Angeles, California, in 1975",0.0,0.0
P495_general_ARAB_REGION_885,Tajouj,Country of origin,P495,['Sudan'],Arab,Unknown Country,"The answer is not specified in the question. To accurately determine where Tajouj was created, we would need more context or information about what Tajouj refers to. Tajouj could be a name, a place, a concept, or something","The answer is not specified in the question. To accurately determine where Tajouj was created, we would need more context or information about what Tajouj refers to. Tajouj could be a name, a place, a concept, or something",0.0,0.0
P495_general_ARAB_REGION_886,Bidaya wa Nihaya,Country of origin,P495,['Egypt'],Arab,Egypt,"Bidaya wa Nihaya is a traditional Islamic prayer that is recited at the beginning and end of the fasting month of Ramadan. It is not a specific prayer or practice that was created in a particular place, but rather a part of the Islamic","Bidaya wa Nihaya is a traditional Islamic prayer that is recited at the beginning and end of the fasting month of Ramadan. It is not a specific prayer or practice that was created in a particular place, but rather a part of the Islamic",0.0,0.0
P495_general_ARAB_REGION_887,The Knight and the Princess,Country of origin,P495,['Egypt'],Arab,Egypt,"The Knight and the Princess was created in 1937. This animated short film was produced by Walt Disney Productions and directed by Ben Sharpsteen. It was one of the first Disney animated features to be released, showcasing the studio's growing expertise","The Knight and the Princess was created in 1937. This animated short film was produced by Walt Disney Productions and directed by Ben Sharpsteen. It was one of the first Disney animated features to be released, showcasing the studio's growing expertise",0.0,0.0
P495_general_ARAB_REGION_888,For Ziko,Country of origin,P495,['Egypt'],Arab,Egypt,"To accurately answer the question ""For Ziko was created in?"", I would need more specific information about the context in which Ziko is being referred to. Ziko could be a character from a book, a video game, a movie, or any","To accurately answer the question ""For Ziko was created in?"", I would need more specific information about the context in which Ziko is being referred to. Ziko could be a character from a book, a video game, a movie, or any",0.0,0.0
P495_general_ARAB_REGION_889,Kilikis: The Town of Owls,Country of origin,P495,['Morocco'],Arab,Kuwait,"2015 Kilikis: The Town of Owls is a video game developed by 4J Studios and published by Microsoft Game Studios. The game was released on October 6, 2015, for Microsoft Windows.","2015 Kilikis: The Town of Owls is a video game developed by 4J Studios and published by Microsoft Game Studios. The game was released on October 6, 2015, for Microsoft Windows",0.0,0.0
P495_general_ARAB_REGION_890,Salamate Abou Lbanat,Country of origin,P495,['Morocco'],Arab,Kuwait,"To determine the correct answer to the question ""Salamate Abou Lbanat was created in?"", we need more context about what Salamate Abou Lbanat refers to. Salamate Abou Lbanat could be a name, a","To determine the correct answer to the question ""Salamate Abou Lbanat was created in?"", we need more context about what Salamate Abou Lbanat refers to. Salamate Abou Lbanat could be a name, a",0.0,0.0
P495_general_ARAB_REGION_891,Alhokm Baad Almozawla,Country of origin,P495,['Egypt'],Arab,Egypt,"To accurately answer the question about where Alhokm Baad Almozawla was created, I would need more specific information about this particular entity. Alhokm Baad Almozawla could be a name or title of a person","To accurately answer the question about where Alhokm Baad Almozawla was created, I would need more specific information about this particular entity. Alhokm Baad Almozawla could be a name or title of a person",0.0,0.0
P495_general_ARAB_REGION_892,Galb El Dhib,Country of origin,P495,['Tunisia'],Arab,Unknown Country,"To determine the correct answer to the question ""Galb El Dhib was created in?"", we need more context about what ""Galb El Dhib"" refers to. Galb El Dhib is a term that could have different meanings depending on the","To determine the correct answer to the question ""Galb El Dhib was created in?"", we need more context about what ""Galb El Dhib"" refers to. Galb El Dhib is a term that could have different meanings depending on the",0.0,0.0
P495_general_ARAB_REGION_893,2020,Country of origin,P495,"['Lebanon', 'Syria']",Arab,Unknown Country,"2020 is a year, not a product or creation. Therefore, it does not have a ""created in"" date or time. The question seems to be asking about the creation of the year 2020, which is","2020 is a year, not a product or creation. Therefore, it does not have a ""created in"" date or time. The question seems to be asking about the creation of the year 2020, which is",0.0,0.0
P495_general_ARAB_REGION_894,The Arab Dream,Country of origin,P495,['Egypt'],Arab,Egypt,"The Arab Dream was created in Tunisia. 

To provide more context and detail:

1. The Arab Spring, a series of pro-democracy protests and uprisings, began in Tunisia in late 2010 and early 201",The Arab Dream was created in Tunisia,0.0,0.0
P495_general_ARAB_REGION_895,Cairo Exit,Country of origin,P495,['Egypt'],Arab,Egypt,"2011

The answer is correct. Cairo Exit is a documentary film that was created in 2011. The film was directed by American filmmaker Robert Greenwald and was released in the same year. It focuses on the political",2011,0.0,0.0
P495_general_ARAB_REGION_896,Kalam Nawaem,Country of origin,P495,['United Arab Emirates'],Arab,Tunisia,"Kalam Nawaem is a traditional Arabic poem, and it was created in the city of Basra, which is located in southern Iraq. Basra has a rich literary tradition, and Kalam Nawaem is one of the most famous works","Kalam Nawaem is a traditional Arabic poem, and it was created in the city of Basra, which is located in southern Iraq. Basra has a rich literary tradition, and Kalam Nawaem is one of the most famous works",0.0,0.0
P495_general_ARAB_REGION_897,Diamond Island,Country of origin,P495,"['France', 'Germany', 'Cambodia', 'Qatar', 'Thailand']",Arab,France,"Diamond Island was created by the construction of the Diamond Shoal Lighthouse. The Diamond Shoal Lighthouse, located in the Diamond Shoals of the Atlantic Ocean, was built in 1823. This lighthouse was constructed to help guide","Diamond Island was created by the construction of the Diamond Shoal Lighthouse. The Diamond Shoal Lighthouse, located in the Diamond Shoals of the Atlantic Ocean, was built in 1823. This lighthouse was constructed to help guide",0.0,0.0
P495_general_ARAB_REGION_898,Behind Closed Doors,Country of origin,P495,['Morocco'],Arab,Kuwait,"1992 Behind Closed Doors is a documentary film that was created in 1992. The film was directed by Barbet Schroeder and explores the life of Princess Diana and her relationship with Dodi Fayed, the Prince of","1992 Behind Closed Doors is a documentary film that was created in 1992. The film was directed by Barbet Schroeder and explores the life of Princess Diana and her relationship with Dodi Fayed, the Prince of",0.0,0.0
P495_general_ARAB_REGION_899,The Egyptian Gentleman,Country of origin,P495,['Egypt'],Arab,Egypt,"The Egyptian Gentleman is a 1922 silent film comedy directed by Mack Sennett and starring Roscoe ""Fatty"" Arbuckle. Therefore, the answer to the question ""The Egyptian Gentleman was created in?"" is 1","The Egyptian Gentleman is a 1922 silent film comedy directed by Mack Sennett and starring Roscoe ""Fatty"" Arbuckle. Therefore, the answer to the question ""The Egyptian Gentleman was created in?"" is 1",0.0,1.0
P495_general_ARAB_REGION_900,Musakhan,Country of origin,P495,['Jordan'],Arab,Jordan,"Musakhan is a traditional dish from the Levant, which includes countries such as Syria, Lebanon, Jordan, and Palestine. It is a flavorful dish made with roasted chicken, fresh herbs, and a blend of spices, typically served with bread.","Musakhan is a traditional dish from the Levant, which includes countries such as Syria, Lebanon, Jordan, and Palestine. It is a flavorful dish made with roasted chicken, fresh herbs, and a blend of spices, typically served with bread",0.0,1.0
P495_general_ARAB_REGION_901,Moroccan Rziza,Country of origin,P495,['Morocco'],Arab,Kuwait,"The answer is: Fez (Fes).

Moroccan Rziza is a traditional folk dance that originated in the city of Fez (also spelled Fes) in Morocco. The dance is performed by men and women and is often accompanied by",Fez (Fes),0.0,0.0
P495_general_ARAB_REGION_902,Decor,Country of origin,P495,['Egypt'],Arab,Egypt,"The answer is not clear from the given question. The question ""Decor was created in?"" is incomplete and lacks context. To provide a meaningful answer, we would need to know what ""Decor"" refers to (e.g., a specific type of decor","The answer is not clear from the given question. The question ""Decor was created in?"" is incomplete and lacks context. To provide a meaningful answer, we would need to know what ""Decor"" refers to (e.g., a specific type of decor",0.0,0.0
P495_general_ARAB_REGION_903,And the devil is their third accomplice,Country of origin,P495,['Egypt'],Arab,Egypt,"To determine the location where ""And the devil is their third accomplice"" was created, we need to identify the source of this phrase. This phrase is often attributed to the American author and humorist Will Rogers, who was known for his wit and","To determine the location where ""And the devil is their third accomplice"" was created, we need to identify the source of this phrase. This phrase is often attributed to the American author and humorist Will Rogers, who was known for his wit and",0.0,0.0
P495_general_ARAB_REGION_904,The Choice,Country of origin,P495,['Egypt'],Arab,Egypt,"1982 The film ""The Choice"" was released in 1982. This information is based on the film's release date, which is widely documented in film databases and historical records. The movie was directed by John Guiller","1982 The film ""The Choice"" was released in 1982. This information is based on the film's release date, which is widely documented in film databases and historical records. The movie was directed by John Guiller",0.0,0.0
P495_general_ARAB_REGION_905,L'Expression,Country of origin,P495,['Algeria'],Arab,Unknown Country,"1945 L'Expression was a French literary magazine that was created in 1945. It was founded by André Malraux, André Gide, and Robert Brasillach. The magazine was known for its progressive and","1945 L'Expression was a French literary magazine that was created in 1945. It was founded by André Malraux, André Gide, and Robert Brasillach. The magazine was known for its progressive and",0.0,0.0
P495_general_ARAB_REGION_906,DZ Comedy Show,Country of origin,P495,['Algeria'],Arab,Unknown Country,"2014

This answer is correct because:

1. DZ Comedy Show is a well-known comedy show that has been running for several years in the United Arab Emirates.

2. The show was created in 2014,",2014,0.0,0.0
P495_general_ARAB_REGION_907,Shaw-ming,Country of origin,P495,['Egypt'],Arab,Egypt,"The answer is: Hong Kong.

Shaw-ming is a term used in Hong Kong to refer to a type of traditional Chinese opera, specifically a form of Cantonese opera. It is a genre of opera that originated in Hong Kong and is characterized",Hong Kong,0.0,0.0
P495_general_ARAB_REGION_908,The Wife of an Important Man,Country of origin,P495,['Egypt'],Arab,Egypt,"The painting ""The Wife of an Important Man"" was created in 1814. 

This painting, also known as ""The Wife of an Officer"" or ""The Wife of an Officer of the Guard,"" was painted by the English artist","The painting ""The Wife of an Important Man"" was created in 1814",0.0,0.0
P495_general_ARAB_REGION_909,Story of Love,Country of origin,P495,['Egypt'],Arab,Egypt,"1991

This answer is correct because:

1. ""Story of Love"" is a song by the American singer-songwriter Billy Joel, released in 1991 as part of his album ""River of Dreams.""

2.",1991,0.0,0.0
P495_general_ARAB_REGION_910,Hassan and Nayima,Country of origin,P495,['Egypt'],Arab,Egypt,"2018

The film ""Hassan and Nayima"" was released in 2018. This information is based on the film's official release date and is widely reported in various film databases and media outlets. 

To",2018,0.0,0.0
P495_general_ARAB_REGION_911,lakome.com,Country of origin,P495,['Morocco'],Arab,Kuwait,"2009

Lakome.com is a social networking site that was launched in 2009. It was created by a group of young entrepreneurs in Morocco. The platform aimed to connect Moroccans with each other and with",2009,0.0,0.0
P495_general_ARAB_REGION_912,Bab Almorad,Country of origin,P495,['Syria'],Arab,South Sudan,"Bab Almorad, also known as Bab Al-Morad, was created in the 13th century during the Almohad dynasty in Morocco. Specifically, it was built in the city of Marrakesh, which was the capital","Bab Almorad, also known as Bab Al-Morad, was created in the 13th century during the Almohad dynasty in Morocco. Specifically, it was built in the city of Marrakesh, which was the capital",0.0,0.0
P495_general_ARAB_REGION_913,The Holy Man,Country of origin,P495,['Egypt'],Arab,Egypt,"The Holy Man is a sculpture, and without additional context or information about which specific sculpture you are referring to, it's difficult to provide an exact year or location. However, if you are asking about a well-known sculpture called ""The Holy Man""","The Holy Man is a sculpture, and without additional context or information about which specific sculpture you are referring to, it's difficult to provide an exact year or location. However, if you are asking about a well-known sculpture called ""The Holy Man""",0.0,0.0
P495_general_ARAB_REGION_914,Sa'idi in the American University,Country of origin,P495,['Egypt'],Arab,Egypt,"1912

This answer is correct because:

1. Sa'idi is a dialect of Egyptian Arabic, also known as Cairene or Cairo Arabic.
2. The American University in Cairo (AUC) is a private research university",1912,0.0,0.0
P495_general_ARAB_REGION_915,About Some Meaningless Events,Country of origin,P495,['Morocco'],Arab,Kuwait,"To accurately answer the question ""About Some Meaningless Events was created in?"", I would need to know the specific title of the book or work in question. Without this information, it's impossible to determine the creation date or place of ""About Some Meaning","To accurately answer the question ""About Some Meaningless Events was created in?"", I would need to know the specific title of the book or work in question. Without this information, it's impossible to determine the creation date or place of ""About Some Meaning",0.0,0.0
P495_general_ARAB_REGION_916,Little Senegal,Country of origin,P495,"['France', 'Germany', 'Algeria']",Arab,France,"1857

This answer is based on historical facts. Little Senegal, also known as the Senegalo-Mauritanian Protectorate, was a French protectorate established in 1857. It was a region in",1857,0.0,0.0
P495_general_ARAB_REGION_917,Al Massrieen,Country of origin,P495,['Egypt'],Arab,Egypt,"Al Massrieen, also known as Al Masry, is a popular Egyptian television channel. It was created in Egypt. Therefore, the answer is Egypt. 

To provide more context, Al Masriya (Arabic: المصريّ","Al Massrieen, also known as Al Masry, is a popular Egyptian television channel. It was created in Egypt. Therefore, the answer is Egypt",0.0,1.0
P495_general_ARAB_REGION_918,Chakhchoukha,Country of origin,P495,['Algeria'],Arab,Unknown Country,"To determine the correct answer to the question ""Chakhchoukha was created in?"", we need more context about what Chakhchoukha refers to. Chakhchoukha is a term that can have different meanings depending on","To determine the correct answer to the question ""Chakhchoukha was created in?"", we need more context about what Chakhchoukha refers to. Chakhchoukha is a term that can have different meanings depending on",0.0,0.0
P495_general_ARAB_REGION_919,Fatwa,Country of origin,P495,['Tunisia'],Arab,Unknown Country,"The answer is: Islam.

A fatwa is an authoritative legal opinion or decree issued by a religious authority in Islam, typically a scholar or a council of scholars. It is a fundamental part of Islamic jurisprudence and is used to address legal and",Islam,0.0,0.0
P495_general_ARAB_REGION_920,Al Ostoura,Country of origin,P495,['Egypt'],Arab,Egypt,"The answer is not explicitly provided in the question. To accurately determine where Al Ostoura was created, we would need more context or information about Al Ostoura. Al Ostoura is a term that could refer to various things depending on the","The answer is not explicitly provided in the question. To accurately determine where Al Ostoura was created, we would need more context or information about Al Ostoura. Al Ostoura is a term that could refer to various things depending on the",0.0,0.0
P495_general_ARAB_REGION_921,7th Century Before Birth,Country of origin,P495,"['Spain', 'Egypt']",Arab,Spain,7th Century Before Birth (7th century BC) is a term used in historical and archaeological contexts to refer to a period of time that predates the Common Era (BCE). This period spans from 700 BCE to 1,7th Century Before Birth (7th century BC) is a term used in historical and archaeological contexts to refer to a period of time that predates the Common Era (BCE). This period spans from 700 BCE to 1,0.0,0.0
